Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Martin Laird,66,61.26,2014,297.2,66.31,29.76,53.72,71.436,425,,1,-0.154,-0.116,0.238,-0.205,0.004,583663
Kyle Stanley,87,61.26,2014,297.5,66.87,30.36,52.73,71.745,297,,1,-1.385,-0.834,0.44,0.623,-0.511,473581
Josh Teater,90,61.22,2014,294.6,65.09,29.59,57.69,71.301,334,,,-0.218,-0.143,0.239,-0.091,-0.072,366241
Lee Westwood,57,61.22,2014,292.3,63.69,28.95,56.28,70.738,514,,2,0.151,0.646,0.334,0.037,0.124,1223104
Jhonattan Vegas,77,61.16,2014,304.8,69.11,30.13,59.23,71.022,505,,2,-0.37,-0.056,0.628,-0.439,0.125,751763
Scott Langley,95,61.08,2014,281.3,64.16,28.72,61.67,70.662,686,,1,0.268,0.284,-0.395,0.15,0.262,1151496
Michael Putnam,106,61.08,2014,293,67.05,29.76,56.69,70.905,618,,1,-0.409,0.108,0.111,0.469,-0.063,818799
Wes Roach,67,61.05,2014,293,64.2,28.9,57.64,71.206,314,,1,0,-0.554,-0.149,-0.107,-0.298,453616
Brian Harman,111,60.96,2014,289,64.26,28.65,59.66,70.391,"1,349",1,6,0.113,0.515,-0.014,0.296,0.121,2414334
Louis Oosthuizen,50,60.9,2014,300.5,66.43,29.98,51.8,70.852,453,,1,-0.429,-0.217,0.724,-0.145,-0.367,946134
James Hahn,82,60.83,2014,289.6,63.96,29.65,55.11,71.186,456,,2,-0.306,-0.236,0.162,0.009,-0.102,735259
Vijay Singh,83,60.66,2014,289.7,65.39,29.54,59.19,70.933,625,,1,-0.579,-0.025,0.167,0.126,0.261,989028
Paul Casey,56,60.49,2014,293,65.77,29,56.23,70.152,471,,,0.283,1.008,-0.013,0.762,-0.024,877968
Bubba Watson,76,60.47,2014,314.3,67.96,28.99,59.14,69.712,"2,173",2,7,-0.05,1.352,0.967,0.324,0.111,6336978
Stuart Appleby,92,60.42,2014,278.6,62.96,28.42,61,70.599,554,,2,0.487,0.361,-0.311,-0.16,0.345,1477971
Brad Fritsch,50,60.24,2014,294.4,65.05,28.88,59.93,70.888,322,,3,-0.05,0.06,-0.048,0.098,0.06,568391
Pat Perez,84,60.05,2014,286.4,64.35,28.77,60.3,71.11,682,,3,0.251,-0.004,-0.28,0.063,-0.039,1315080
Harris English,95,59.95,2014,299.2,68.36,29.28,57.44,70.094,"1,469",1,7,-0.028,0.677,0.193,0.465,0.047,2947322
Camilo Villegas,95,59.95,2014,292.5,66.96,29.21,56.64,70.716,"1,002",1,1,0,0.315,-0.159,0.413,0.061,1642124
Gonzalo Fernandez-Castaño,83,59.93,2014,288.1,60.84,28.72,57.79,71.294,470,,1,-0.12,-0.211,-0.262,-0.07,0.24,926493
Rickie Fowler,91,59.93,2014,297.5,64.51,28.46,62.06,70.172,"1,471",,7,0.29,0.769,0.264,0.213,0.003,4806117
Rory McIlroy,66,59.93,2014,310.5,69.44,28.59,58.52,68.827,"2,582",3,9,0.274,2.266,1.367,0.602,0.022,8280096
Justin Rose,70,59.92,2014,295.1,66.91,28.85,61.23,69.624,"1,447",1,7,-0.04,1.466,0.402,0.744,0.36,3926768
David Lingmerth,80,59.83,2014,289.8,63.3,28.93,54.58,71.469,391,,2,-0.087,-0.307,0.094,-0.171,-0.142,676661
John Rollins,84,59.8,2014,290.1,64.86,30.06,52.77,71.932,244,,,-0.252,-0.647,-0.204,0.002,-0.193,289757
Bronson La'Cassie,51,59.76,2014,284.9,61.35,29.13,60.24,71.772,128,,,-0.088,-0.519,-0.04,-0.535,0.145,160632
Chad Collins,78,59.67,2014,275.4,59.98,28.41,59.66,71.315,295,,1,0.438,-0.446,-0.635,-0.522,0.273,408434
Robert Streb,75,59.62,2014,300,65.65,28.9,59,70.502,635,,1,0.119,0.438,0.461,-0.259,0.117,1300075
Brendan Steele,89,59.51,2014,298.9,66.47,29.24,59.45,70.798,729,,4,0.121,0.519,0.237,0.222,-0.062,1359890
Tim Wilkinson,86,59.51,2014,282.4,61.72,28.55,63.19,70.714,494,,3,0.205,0.127,-0.145,-0.287,0.354,824179
Bryce Molder,77,59.49,2014,278.7,63.93,28.79,60.34,71.112,455,,2,0.249,-0.233,-0.763,0.006,0.275,828605
Gary Woodland,93,59.49,2014,304.1,66.55,29.1,60.11,70.249,"1,059",,4,-0.149,0.9,0.581,0.381,0.087,2734153
Stewart Cink,91,59.45,2014,293.7,66.36,29.52,55.35,70.847,504,,,-0.131,0.113,-0.007,0.442,-0.192,929166
Charl Schwartzel,64,59.45,2014,297.8,63.53,28.34,61.67,69.671,783,,5,0.055,1.341,0.55,0.315,0.421,1997482
Freddie Jacobson,91,59.35,2014,284.6,62.58,28.38,61.34,70.604,987,,4,0.704,0.411,-0.162,-0.199,0.068,1901789
Davis Love III,74,59.04,2014,296.3,64.51,29.63,55.43,71.364,253,,,-0.361,-0.418,0.176,0.053,-0.285,284800
Charlie Beljan,76,59.02,2014,303.8,65.2,29.64,52.99,71.28,409,,1,-0.231,-0.289,0.523,-0.128,-0.453,712652
Luke Guthrie,85,58.99,2014,287.6,63.53,28.49,61.29,70.638,575,,2,0.19,0.299,-0.231,0.113,0.228,840555
Kevin Tway,64,58.95,2014,294.5,64.35,30.15,52.99,71.912,172,,,-0.157,-0.834,0.048,-0.623,-0.102,167278
Brice Garnett,92,58.91,2014,289.3,65.15,29.05,59.6,71.039,488,,1,0.109,-0.147,-0.056,-0.197,-0.002,617805
Carl Pettersson,91,58.79,2014,295.5,66.67,29.44,57.33,70.52,650,,3,-0.138,0.259,0.294,0.096,0.006,1348393
Jordan Spieth,102,58.79,2014,289.7,62.47,27.86,62.39,69.946,"1,692",,7,0.399,0.98,0.034,0.286,0.26,4342748
Jason Day,54,58.72,2014,301.2,64,28.71,64.95,69.626,"1,028",1,3,0.317,1.389,0.495,0.176,0.402,3789574
Charley Hoffman,93,58.69,2014,299.2,67.08,28.97,59.53,70.464,"1,026",,5,0.266,0.956,0.415,0.301,-0.026,1977296
Ryan Palmer,85,58.55,2014,300.4,66.67,28.73,58.24,69.993,"1,068",,6,0.295,1.265,0.76,0.133,0.078,2924300
Greg Chalmers,85,58.51,2014,280.7,59.88,28.16,59.49,71.251,402,,1,0.856,-0.133,-0.503,-0.636,0.151,578979
Geoff Ogilvy,84,58.51,2014,292.5,64.51,29.43,55.77,71.422,611,1,1,-0.331,-0.363,-0.02,0.038,-0.05,1809632
Trevor Immelman,84,58.5,2014,291.8,65.28,29.7,54.6,71.471,354,,1,-0.474,-0.317,-0.006,-0.013,0.176,447516
Matt Jones,83,58.5,2014,296.3,63.25,28.75,55.92,71.021,970,1,1,0.142,0.113,0.236,-0.421,0.157,1928154
Erik Compton,88,58.48,2014,283.3,63.07,28.78,58.8,70.829,745,,3,0.282,0.023,-0.089,0.066,-0.235,1796143
Ángel Cabrera,69,58.4,2014,303.7,64.98,29.39,53.1,70.675,807,1,1,0.007,0.205,0.554,0.078,-0.434,1868559
Phil Mickelson,71,58.01,2014,292.4,65.26,28.58,61.71,70.278,921,,1,0.234,0.868,0.201,0.166,0.266,2158019
Marc Leishman,81,57.97,2014,297.6,65.21,28.96,57.29,70.152,"1,137",,6,-0.017,0.749,0.164,0.546,0.056,2558657
Tommy Gainey,73,57.92,2014,294,64.01,29.3,50.56,71.51,311,,1,0.019,-0.521,0.257,-0.057,-0.74,490590
Charlie Wi,72,57.74,2014,281,60.87,28.57,62.27,71.067,329,,,0.112,-0.108,-0.35,-0.253,0.383,384796
Bud Cauley,56,57.54,2014,293.4,67.46,29.39,59.76,71.06,357,,1,-0.389,-0.105,-0.073,-0.109,0.467,647886
Jeff Overton,80,57.36,2014,287.5,65.79,28.87,60.47,70.734,631,,3,0.017,0.061,0.056,-0.059,0.047,1115467
Robert Garrigus,80,57.18,2014,306.1,65.14,29,57.17,70.728,678,,2,0.047,0.429,0.362,0.156,-0.136,1095474
Dustin Johnson,58,57.18,2014,311,68.03,28.74,59.76,69.546,"1,769",1,7,0.082,1.331,0.73,0.533,-0.015,4249180
Chesson Hadley,84,57.01,2014,290.6,63.03,29,54.2,71.212,705,1,3,0.041,-0.14,-0.319,0.242,-0.102,1703316
Johnson Wagner,69,56.95,2014,287.1,64.1,29.29,58.33,71.444,323,,1,0.05,-0.565,-0.209,-0.254,-0.152,393729
Brooks Koepka,56,56.91,2014,307,64.98,28.95,57.51,70.052,,,,0.162,0.958,0.425,0.598,-0.226,
