STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
ALABAMA,2012,744621,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658,580949,9032,59428,55859,58151,48945,458974,217203,685209,53,295,449,535,509,3722,2066,5841,86,771,823,690,627,6216,2847,9149,545,4562,3209,2421,1500,24961,7617,33123,3982,19319,18096,19852,17010,153022,76074,233078,4147,32731,32566,34229,29118,264862,127439,396448,6,79,35,26,19,289,97,392,213,1671,681,398,162,5902,1063,7178,24,148,235,252,259,1854,1010,2888,29,147,214,283,250,1868,1056,2953,41,397,406,335,297,3116,1427,4584,45,374,417,355,330,3100,1420,4565,279,2381,1644,1212,788,12740,4007,17026,266,2181,1565,1209,712,12221,3610,16097,2045,9951,9249,10009,8147,78145,37965,118155,1937,9368,8847,9843,8863,74877,38109,114923,2328,17021,16746,17538,14865,136644,65524,204496,1819,15710,15820,16691,14253,128218,61915,191952,3,44,18,15,12,135,53,191,3,35,17,11,7,154,44,201,117,829,361,194,68,2956,532,3605,96,842,320,204,94,2946,531,3573,,,,
ALABAMA,2013,744548,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737,643522,9415,59757,55719,58799,48965,458327,218705,686447,49,321,461,541,482,3773,2035,5857,120,735,872,802,670,6384,2856,9360,658,4657,3379,2752,1664,27489,8536,36683,3957,19593,18095,20095,16885,151516,76012,231485,4347,32416,31988,33966,29004,260866,127673,392886,2,61,40,27,20,366,124,492,282,1974,884,616,240,7933,1469,9684,26,173,228,263,230,1898,990,2914,23,148,233,278,252,1875,1045,2943,58,372,444,402,333,3211,1425,4694,62,363,428,400,337,3173,1431,4666,343,2388,1743,1397,876,14086,4421,18850,315,2269,1636,1355,788,13403,4115,17833,2081,9997,9357,10111,8090,77433,37949,117463,1876,9596,8738,9984,8795,74083,38063,114022,2389,16742,16432,17417,14912,134619,65519,202527,1958,15674,15556,16549,14092,126247,62154,190359,1,30,27,13,10,184,65,250,1,31,13,14,10,182,59,242,153,1004,455,309,115,3949,720,4822,129,970,429,307,125,3984,749,4862,232.8613325,269.1942806,218.5759534,269.5337264
ALABAMA,2014,740081,7357267,794090,4031547,2531630,7587737,3824295,2390530,587642,580934,11076,57939,55479,57471,49929,454081,221068,686225,66,345,474,510,446,3847,2080,5993,130,713,820,738,696,6385,2970,9485,802,4705,3625,3111,1906,30218,9964,40984,4544,18863,17507,19379,16927,148275,75667,228486,5130,31002,31752,32935,29524,254721,127969,387820,10,61,40,45,39,385,150,545,394,2250,1261,753,391,10250,2268,12912,28,187,232,274,236,1940,1020,2988,38,158,242,236,210,1907,1060,3005,70,352,425,367,350,3216,1493,4779,60,361,395,371,346,3169,1477,4706,438,2445,1809,1598,963,15412,5144,20994,364,2260,1816,1513,943,14806,4820,19990,2300,9631,9007,9852,8299,75857,37792,115949,2244,9232,8500,9527,8628,72418,37875,112537,2850,16327,16410,17039,14982,131537,65528,199915,2280,14675,15342,15896,14542,123184,62441,187905,7,29,17,22,18,191,77,275,3,32,23,23,21,194,73,270,193,1146,614,401,175,5172,1101,6466,201,1104,647,352,216,5078,1167,6446,,,,
ALABAMA,2015,734974,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283,510091,13230,55613,55808,55792,50668,452764,222182,688176,83,394,483,574,525,3951,2138,6172,141,739,818,717,691,6515,3047,9703,930,4747,4242,3369,2162,33455,11595,45980,5324,18147,18105,18498,17197,148247,75528,229099,6387,29991,30813,31774,29542,250169,127083,383639,16,65,52,49,38,411,179,606,349,1530,1295,811,513,10016,2612,12977,37,198,245,284,256,1961,1067,3065,46,196,238,290,269,1990,1071,3107,73,379,410,353,359,3287,1500,4860,68,360,408,364,332,3228,1547,4843,501,2404,2160,1737,1092,17104,5988,23593,429,2343,2082,1632,1070,16351,5607,22387,2694,9348,9151,9387,8318,75751,37763,116208,2630,8799,8954,9111,8879,72496,37765,112891,3502,15617,15951,16457,15088,129242,65130,197874,2885,14374,14862,15317,14454,120927,61953,185765,11,31,21,19,22,194,82,287,5,34,31,30,16,217,97,319,165,782,667,393,260,5027,1322,6514,184,748,628,418,253,4989,1290,6463,230.9774227,266.5553185,217.0490898,269.0200282
ALABAMA,2016,734652,7498567,797631,4097696,2603240,7708845,3865453,2439634,602452,610743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALABAMA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.1706877,268.3120202,216.4198135,257.6865203
ALASKA,1992,,1049591,106780,720711,222100,972488,498362,350902,,37451,2371,10152,9748,8789,6714,79117,30847,112335,1457,2624,2175,1853,1323,17664,6391,25512,55,395,389,367,324,3090,1350,4495,26,229,204,182,159,1816,704,2546,60,481,449,422,287,3826,1388,5274,773,6423,6531,5965,4621,52721,21014,74508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.8597125
ALASKA,1993,121156,1191398,176150,775829,239419,1126398,494917,433788,36291,135791,2787,10329,10156,9160,6975,80485,32347,115619,1758,2728,2352,1968,1394,18216,6753,26727,40,428,413,336,347,3241,1435,4716,29,283,252,207,192,1958,799,2786,64,572,524,443,336,4013,1504,5581,896,6318,6615,6206,4706,53057,21856,75809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,1994,123868,1052282,134168,668229,249885,1116160,516242,446458,36589,98486,2593,10309,10318,9503,7057,80817,33338,116748,1643,2875,2336,2035,1416,18877,7013,27533,59,412,402,402,323,3337,1445,4841,28,318,246,236,188,2089,801,2918,61,539,460,457,328,4001,1538,5600,802,6165,6874,6373,4802,52513,22541,75856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,1995,125421,1117068,123037,710028,284003,1203817,515914,469085,37579,159146,2419,10567,10222,9573,7111,80448,34184,117051,1592,2916,2546,2129,1356,19667,7148,28407,48,457,452,406,369,3515,1586,5149,37,346,263,249,205,2231,877,3145,54,528,479,435,307,3812,1514,5380,688,6320,6482,6354,4874,51223,23059,74970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,1996,126189,1120346,123505,706116,290725,1240031,636959,365085,38996,179297,2186,10451,10055,9627,7370,81725,35557,119468,1278,3025,2513,2234,1499,20363,7580,29221,55,410,465,448,394,3738,1677,5470,45,334,281,253,199,2388,947,3380,52,536,484,405,363,3936,1635,5623,756,6146,6312,6287,4915,51300,23718,75774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.8334546,277.6430714,,262.1004242
ALASKA,1997,128143,1131950,145563,692364,294023,1237103,651935,372788,40973,152330,2183,10249,10473,9954,7771,83217,36474,121874,1272,2932,2605,2283,1502,20757,7810,29839,57,499,510,469,375,3929,1808,5794,47,366,321,288,207,2533,966,3546,55,514,561,432,361,4008,1597,5660,752,5938,6476,6482,5326,51990,24293,77035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,1998,130633,1206195,157335,745814,303046,1222893,680848,376448,42456,104903,2017,9838,10555,10497,8403,85124,38394,125535,1156,2746,2702,2362,1603,21375,8320,30851,72,492,549,528,443,4305,1970,6347,54,357,344,283,248,2636,1056,3746,63,501,519,433,406,4030,1617,5710,672,5742,6441,6891,5703,52778,25431,78881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,1999,133508,1243227,187153,740163,315911,1289988,705069,403903,42897,119079,1344,9583,10926,10575,8381,84674,38790,124808,533,2662,2825,2529,1707,21606,8660,30799,66,462,566,534,467,4439,2060,6565,43,381,368,305,258,2789,1094,3926,60,474,527,443,349,4033,1495,5588,642,5604,6640,6764,5600,51807,25481,77930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,2000,132822,1313510,199520,774194,339796,1386904,717725,417637,46782,184546,1210,9677,10646,10377,8335,83555,38914,123679,531,2763,2789,2537,1677,21479,8626,30636,56,500,551,593,520,4572,2209,6837,39,371,367,340,246,2969,1114,4122,61,486,531,434,335,4013,1518,5592,523,5557,6408,6473,5557,50522,25447,76492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.3034426
ALASKA,2001,131985,1325498,229297,732985,363216,1402839,701053,479510,48312,150279,1253,10095,10718,10702,8340,83540,39461,124254,450,3237,2793,2696,1712,21512,9010,30972,57,516,652,657,519,4938,2359,7354,62,434,405,354,257,3146,1170,4378,64,439,518,528,342,4146,1605,5815,620,5469,6350,6467,5510,49798,25317,75735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,2002,133010,1377767,249222,773418,355127,1523327,747223,485124,50601,215409,1391,10069,10084,10840,8810,82920,39984,124295,491,3116,2637,2865,1763,21772,9363,31626,53,613,663,654,603,5177,2580,7810,60,402,390,374,272,3286,1249,4595,58,482,516,479,373,4050,1758,5866,729,5456,5878,6468,5799,48635,25034,74398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,2003,133303,1425948,259423,813371,353154,1610289,763525,514052,55715,247005,1883,9475,10115,11140,8651,82337,40238,124458,923,2627,2607,2818,1796,21596,9728,32247,69,594,674,729,634,5393,2663,8125,60,419,441,416,284,3376,1345,4781,62,463,494,508,389,4022,1712,5796,769,5372,5899,6669,5548,47950,24790,73509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.9916543,279.0250699,211.5471536,268.7724206
ALASKA,2004,133153,1477152,286447,809810,380895,1647250,775069,527349,54475,255826,1760,9870,9674,10857,8766,80351,40989,123100,774,2754,2493,2801,1905,21355,10108,32237,72,637,660,706,653,5391,2770,8233,62,470,415,405,315,3414,1477,4953,60,441,485,516,352,3905,1765,5730,792,5568,5621,6429,5541,46286,24869,71947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,2005,132568,1599739,302846,878731,418162,1751718,829666,559084,55782,268700,1914,9934,9495,10793,9578,79377,42063,123354,946,2779,2541,2901,2243,21067,10601,32614,68,689,663,738,723,5539,2949,8556,55,470,454,424,364,3561,1562,5178,63,464,437,487,470,3736,1888,5687,782,5532,5400,6243,5778,45474,25063,71319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.5107055,278.9587094,211.0613186,266.8787375
ALASKA,2006,132893,1625138,289855,918976,416307,1817656,871434,601197,58037,236931,1832,9795,9589,10155,10039,78540,42441,122813,779,2781,2522,2635,2444,20815,10945,32539,80,674,676,713,711,5493,2986,8559,75,418,414,459,378,3670,1667,5412,65,409,481,495,441,3729,1867,5661,833,5513,5496,5853,6065,44833,24976,70642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,2007,132197,1800616,282270,1052357,465989,1938755,927307,645857,60699,257723,1679,9625,9420,9953,10092,77676,42049,121404,582,2300,2314,2312,2214,18531,9831,28944,77,688,656,705,764,5494,3006,8577,91,607,578,526,536,4607,2199,6897,51,372,363,348,390,2927,1582,4560,742,4918,4930,5561,5694,41264,23408,65414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.2738932,282.5571541,214.4769544,266.9176171
ALASKA,2008,130624,2188587,303399,1419318,465870,2274819,1113396,740000,65654,307512,1905,9744,9756,9673,9787,77614,41399,120918,674,2190,2240,2110,2099,17921,9463,28058,56,511,525,538,571,4173,2367,6596,104,575,652,538,482,4787,2175,7066,62,329,354,349,385,2744,1465,4271,810,5132,5065,5335,5526,40740,22904,64454,36,196,190,169,202,1435,692,2163,163,811,730,634,522,5814,2333,8310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,2009,130236,2158970,312667,1357747,488556,2396412,1129756,832783,70835,303165,2475,9804,10046,9626,9779,78545,40837,121857,857,1960,2365,2236,2202,18176,9319,28352,77,484,586,593,664,4689,2581,7347,116,526,642,580,522,4852,2190,7158,77,367,411,326,363,2975,1540,4592,1141,5511,5146,5143,5338,41032,22371,64544,47,238,194,173,187,1614,760,2421,160,718,702,575,503,5207,2076,7443,475,1017,1243,1155,1099,9394,4745,14614,382,943,1122,1081,1103,8782,4574,13738,41,244,290,295,345,2324,1306,3671,36,240,296,298,319,2365,1275,3676,82,288,325,292,260,2468,1137,3687,34,238,317,288,262,2384,1053,3471,45,185,198,157,199,1494,824,2363,32,182,213,169,164,1481,716,2229,693,2875,2639,2684,2735,21329,11469,33491,448,2636,2507,2459,2603,19703,10902,31053,28,101,101,73,95,837,396,1261,19,137,93,100,92,777,364,1160,98,365,378,284,251,2661,1058,3817,62,353,324,291,252,2546,1018,3626,237.2122843,283.0476628,211.1273683,256.1068616
ALASKA,2010,131265,2230338,366970,1356673,506695,2371251,1151630,856333,71634,229874,2990,10120,9917,9622,9643,78880,40114,121984,1168,2381,2295,2085,2074,17817,9067,28052,75,508,603,619,669,4645,2588,7308,147,608,586,560,565,4771,2276,7194,79,340,367,366,388,2911,1458,4448,1239,5194,5042,5156,5226,40912,21622,63773,49,242,222,189,211,1656,793,2498,233,847,802,647,510,6168,2310,8711,637,1216,1209,1069,1057,9206,4661,14504,531,1165,1086,1016,1017,8611,4406,13548,43,272,316,297,324,2318,1314,3675,32,236,287,322,345,2327,1274,3633,100,305,302,292,311,2486,1172,3758,47,303,284,268,254,2285,1104,3436,49,158,182,197,209,1459,784,2292,30,182,185,169,179,1452,674,2156,756,2721,2614,2654,2698,21145,11104,33005,483,2473,2428,2502,2528,19767,10518,30768,26,122,117,103,108,846,398,1270,23,120,105,86,103,810,395,1228,135,434,409,329,262,3130,1172,4437,98,413,393,318,248,3038,1138,4274,,,,
ALASKA,2011,131704,2357828,420152,1416163,521513,2443898,1215062,908567,81031,180137,2755,10453,9667,9527,9918,78849,39110,120714,1275,2461,2225,2205,2233,18247,8787,28309,56,545,580,604,698,4800,2664,7520,114,675,625,598,544,5026,2332,7472,62,346,380,347,376,2862,1460,4384,991,5217,4818,4924,5326,39774,20722,61487,31,223,206,212,210,1829,821,2681,226,986,833,637,531,6311,2324,8861,711,1282,1121,1127,1131,9395,4512,14618,564,1179,1104,1078,1102,8852,4275,13691,39,276,297,291,375,2433,1368,3840,17,269,283,313,323,2367,1296,3680,79,340,309,301,290,2623,1207,3909,35,335,316,297,254,2403,1125,3563,38,172,180,178,205,1433,774,2245,24,174,200,169,171,1429,686,2139,604,2755,2511,2528,2753,20547,10694,31845,387,2462,2307,2396,2573,19227,10028,29642,21,113,106,114,119,931,423,1375,10,110,100,98,91,898,398,1306,131,501,408,316,296,3210,1186,4527,95,485,425,321,235,3101,1138,4334,236.359658,283.2727979,207.9236959,267.5429942
ALASKA,2012,130771,2383402,352005,1507913,523484,2483320,1255757,947153,82607,145219,3131,10569,9756,9806,9696,79369,38420,120920,1331,2569,2209,2246,2106,18378,8636,28345,77,550,617,651,674,4866,2611,7554,121,698,610,665,583,5199,2384,7704,44,339,340,355,399,2856,1432,4332,1253,5160,4938,4950,5144,39457,19993,60703,34,259,246,228,209,1926,876,2836,271,994,796,711,581,6687,2488,9446,700,1364,1112,1161,1111,9469,4471,14640,631,1205,1097,1085,995,8909,4165,13705,47,286,305,323,350,2467,1298,3812,30,264,312,328,324,2399,1313,3742,79,350,324,332,293,2689,1212,3980,42,348,286,333,290,2510,1172,3724,28,185,189,169,215,1428,733,2189,16,154,151,186,184,1428,699,2143,745,2692,2593,2588,2663,20424,10309,31478,508,2468,2345,2362,2481,19033,9684,29225,24,142,122,131,124,975,463,1462,10,117,124,97,85,951,413,1374,150,494,411,370,314,3427,1246,4823,121,500,385,341,267,3260,1242,4623,,,,
ALASKA,2013,131091,2545117,320938,1707449,516730,2665933,1324649,982442,87165,248505,3247,10632,9722,9677,9500,78835,38230,120312,1432,2516,2233,2300,2120,18573,8790,28795,94,545,574,659,641,4848,2619,7561,139,732,615,673,638,5282,2449,7870,61,321,328,354,342,2706,1375,4142,1228,5218,4825,4704,4918,38525,19453,59206,59,254,246,210,219,1955,915,2929,234,1046,901,777,622,6946,2629,9809,734,1326,1162,1195,1109,9613,4537,14884,698,1190,1071,1105,1011,8960,4253,13911,53,289,303,315,327,2477,1310,3840,41,256,271,344,314,2371,1309,3721,85,361,325,353,323,2716,1248,4049,54,371,290,320,315,2566,1201,3821,41,167,169,175,180,1383,709,2133,20,154,159,179,162,1323,666,2009,748,2706,2427,2440,2566,19980,10081,30809,480,2512,2398,2264,2352,18545,9372,28397,37,138,116,116,93,988,476,1501,22,116,130,94,126,967,439,1428,139,545,451,417,308,3522,1334,4995,95,501,450,360,314,3424,1295,4814,236.1220044,281.5595728,209.3472882,268.8033631
ALASKA,2014,130539,2663647,309525,1824373,529749,2727056,1346457,982843,86314,269107,3074,10559,9812,9653,9671,79112,38431,120617,1234,2557,2280,2264,2184,18256,8919,28409,106,533,567,690,712,4787,2679,7572,157,734,674,617,594,5256,2552,7965,78,295,328,323,350,2599,1379,4056,1132,4972,4730,4688,4904,38459,19069,58660,75,275,289,243,239,2080,949,3104,292,1193,944,828,688,7675,2884,10851,632,1353,1160,1192,1125,9428,4601,14661,602,1204,1120,1072,1059,8828,4318,13748,61,267,294,356,357,2486,1326,3873,45,266,273,334,355,2301,1353,3699,92,394,343,335,318,2699,1329,4120,65,340,331,282,276,2557,1223,3845,50,145,157,167,190,1336,716,2102,28,150,171,156,160,1263,663,1954,689,2649,2432,2420,2558,19916,9883,30488,443,2323,2298,2268,2346,18543,9186,28172,42,149,144,127,121,1055,507,1604,33,126,145,116,118,1025,442,1500,168,616,479,434,356,3911,1472,5551,124,577,465,394,332,3764,1412,5300,,,,
ALASKA,2015,130755,2920986,344111,2026555,550320,2968341,1484610,1068849,92766,281914,3369,10409,10118,9400,9651,80011,38688,122068,1359,2359,2248,2099,2182,17970,8859,28188,92,506,576,618,661,4595,2673,7360,165,700,709,623,667,5372,2583,8120,86,276,306,334,334,2495,1334,3915,1213,5034,4867,4544,4796,38587,18948,58748,76,293,254,250,256,2207,1016,3299,378,1241,1158,932,755,8785,3275,12438,727,1189,1145,1082,1103,9282,4582,14591,632,1170,1103,1017,1079,8688,4277,13597,56,269,295,318,329,2373,1348,3777,36,237,281,300,332,2222,1325,3583,104,335,360,310,335,2760,1337,4201,61,365,349,313,332,2612,1246,3919,49,131,153,170,180,1264,681,1994,37,145,153,164,154,1231,653,1921,730,2624,2568,2383,2486,20079,9827,30636,483,2410,2299,2161,2310,18508,9121,28112,48,150,120,120,142,1113,538,1699,28,143,134,130,114,1094,478,1600,220,633,564,459,359,4476,1698,6394,158,608,594,473,396,4309,1577,6044,236.328417,280.4934562,212.7926002,258.7537615
ALASKA,2016,132477,2494691,307320,1613675,573696,2623014,1251738,983877,91536,255041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALASKA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.4562776,277.0155718,207.0376301,257.6674968
